Asin,UserName,Rating,Subject,ReviewDate,Review
8129137429,Kishore,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 4 August 2017,"









  
  
    
  not the best from Chetan Bhagat

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 24 May 2017,"









  
  
    
  Nice book

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 9 February 2017,"









  
  
    
  Good

  
"
8129137429,Archana Nedle,5.0 out of 5 stars,"







  
  
    Great
  
",Reviewed in India on 27 April 2018,"









  
  
    
  Highly recommendable book for nation lovers...Great thoughts

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 28 December 2016,"









  
  
    
  omg

  
"
8129137429,dharmdeep,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 3 January 2018,"









  
  
    
  boring nvel

  
"
8129137429,Muthu N S,5.0 out of 5 stars,"







  
  
    Good book
  
",Reviewed in India on 21 July 2018,"









  
  
    
  Nice

  
"
8129137429,Jay,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 25 October 2015,"









  
  
    
  bad don't buy

  
"
8129137429,Gurpreet s.,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 21 December 2015,"









  
  
    
  Good book to read about the matters about india

  
"
8129137429,Geeta Nair,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 7 October 2015,"









  
  
    
  Its not interesting as the earlier books of chetan bhagat

  
"
8129137429,Virendra Mahajan,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 18 September 2015,"









  
  
    
  Very sensible comments for changes which can make India better in coining future. Easy saiid than done

  
"
8129137429,Amazon Customer,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 4 December 2015,"









  
  
    
  quality of paper is not good

  
"
8129137429,Balaji V,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 15 January 2016,"









  
  
    
  Good Book...

  
"
8129137429,Nani,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 17 December 2016,"









  
  
    
  nice product

  
"
8129137429,Uday Verma,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 31 May 2018,"









  
  
    
  Love to purchase novels from Amazon

  
"
8129137429,shubharaj,3.0 out of 5 stars,"







  
  
    book was tore and it seems liked it was second hand book
  
",Reviewed in India on 13 December 2015,"









  
  
    
  this book was not upto my expectation, book was tore and it seems liked it was second hand book, this really made me disappointed :(

  
"
8129137429,RAJ,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 26 July 2016,"









  
  
    
  good deal

  
"
8129137429,Ajay,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 30 June 2016,"









  
  
    
  facts

  
"
8129137429,Yogesh Sharma,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 17 October 2015,"









  
  
    
  Good book if you don't have anything to read in your shelf.

  
"
8129137429,Tharun,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 3 September 2016,"









  
  
    
  Chetan seems to be failing in non-fiction content. I couldn't even complete half of it.

  
"
8129137429,Shanker Ramanathan,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 4 September 2016,"









  
  
    
  Well articulated book.

  
"
8129137429,Jamilur,1.0 out of 5 stars,"







  
  
    It will make you think
  
",Reviewed in India on 1 November 2015,"









  
  
    
  It will completely change your thoughts.It is different that what Chetan Bhagat is known for....It is more like a political advertorial.

  
"
8129137429,Praveen,5.0 out of 5 stars,"







  
  
    Worst Chetan. Nothing new
  
",Reviewed in India on 24 September 2015,"









  
  
    
  No Matter. Worst Chetan. Nothing new.  Rating for Book. Not for content. 1* for content

  
"
8129137429,Diwakar Vasa,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 24 June 2016,"









  
  
    
  ok

  
"
8129137429,Himadri Bhuyan,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 25 October 2017,"









  
  
    
  A must read book

  
"
8129137429,ABHISHEK TYAGI,5.0 out of 5 stars,"







  
  
    A must for youth
  
",Reviewed in India on 29 June 2017,"









  
  
    
  Whether u like his fiction work or not but both these non fictions are worth reading

  
"
8129137429,Amardeep Verma,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 4 February 2016,"









  
  
    
  Nice

  
"
8129137429,Swathi,2.0 out of 5 stars,"







  
  
    Waste of time
  
",Reviewed in India on 3 December 2015,"









  
  
    
  I stopped reading this book after 3 pages. Waste of time.

  
"
8129137429,Sailesh Sarmah,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 6 February 2016,"









  
  
    
  Great!! Prompt Delivery & Product!!

  
"
8129137429,Vishal Gada,2.0 out of 5 stars,"







  
  
    I had expected Chetan to be more good at ideas and analogies
  
",Reviewed in India on 8 October 2015,"









  
  
    
  I had expected Chetan to be more good at ideas and analogies. I feel it just exaggerates the problems of India and depicts larger than expected Negative picture of India

  
"
8129137429,Sathya Kurma,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 5 January 2017,"









  
  
    
  Good

  
"
8129137429,Jigar Avaiya,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 25 December 2016,"









  
  
    
  Only Bla Bla Bla ....

  
"
8129137429,Abdul Khalique,4.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 8 July 2019,"









  
  
    
  Good

  
"
8129137429,Jovin,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 16 October 2016,"









  
  
    
  best book

  
"
8129137429,Dr. Subhash Bhardwaj,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 15 May 2016,"









  
  
    
  Nice purchase.

  
"
8129137429,..aalok,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 11 November 2016,"









  
  
    
  yet to read.

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Thoughtful and unconventional!!!
  
",Reviewed in India on 14 September 2016,"









  
  
    
  Thoughtful and unconventional master piece of Chetan Bhagat. I recommend to all book lovers especially Indian youth of 21st century!!!

  
"
8129137429,prasenjit ghosh,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 4 March 2016,"









  
  
    
  Plz don't buy..

  
"
8129137429,Christuraj NAME_NOT_RETURNED,5.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 2 March 2020,"









  
  
    
  Nice book

  
"
8129137429,Anupkumar,2.0 out of 5 stars,"







  
  
    Not like that much
  
",Reviewed in India on 30 October 2015,"









  
  
    
  Not up to the mark as I have my different suggestions on some topics.

  
"
8129137429,RAKESH Kumar,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 5 January 2017,"









  
  
    
  nice book. i think people must read this this of books

  
"
8129137429,PRANAV GANDHI,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 18 October 2015,"









  
  
    
  Simply, ""Awesome""!

  
"
8129137429,Krishanu Patra,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 16 October 2015,"









  
  
    
  Nice classification of human characters. 80:20 rule is quite perfect.

  
"
8129137429,Parth Shah,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 7 November 2016,"









  
  
    
  Chaltaa he types

  
"
8129137429,Azra Raheen,5.0 out of 5 stars,"







  
  
    Awesome
  
",Reviewed in India on 3 October 2017,"









  
  
    
  Awesome

  
"
8129137429,MKNayak,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 29 November 2015,"









  
  
    
  Not up to mark as expected from the author

  
"
8129137429,Dulu M,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 7 January 2016,"









  
  
    
  thanks

  
"
8129137429,vinay somawat,5.0 out of 5 stars,"







  
  
    Thank you Chetan Bhagat...
  
",Reviewed in India on 12 November 2015,"









  
  
    
  The Book delivered in good condition....really nice book.....description about today's INDIA.......i like it !!!

  
"
8129137429,vivek sharma,5.0 out of 5 stars,"







  
  
    NICE DEAL
  
",Reviewed in India on 11 June 2016,"









  
  
    
  bought it at an awesome discount for my daughter.

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    nice
  
",Reviewed in India on 12 June 2018,"









  
  
    
  good

  
"
8129137429,KAMAL K VERMA,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 17 January 2017,"









  
  
    
  Good

  
"
8129137429,B.M.,4.0 out of 5 stars,"







  
  
    good but bad topics inside . Disapppointing
  
",Reviewed in India on 4 October 2015,"









  
  
    
  I m givimg four stars cause the book has some bad topics. Not for little ones

  
"
8129137429,jyo,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 9 March 2018,"









  
  
    
  nice book

  
"
8129137429,Anju,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 15 November 2015,"









  
  
    
  good book

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Inspiring
  
",Reviewed in India on 30 March 2017,"









  
  
    
  An amazing book that tells us about the current situation in India and shares a beautiful perspective

  
"
8129137429,Suheb,5.0 out of 5 stars,"







  
  
    Making India Awesome.
  
",Reviewed in India on 16 October 2015,"









  
  
    
  Making India Awesome.

  
"
8129137429,N BENIMADHAB,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 15 November 2015,"









  
  
    
  read & enjoy

  
"
8129137429,nirmal nihalani,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 2 October 2015,"









  
  
    
  chalega

  
"
8129137429,RAMPRASAD ILLENDULA,5.0 out of 5 stars,"







  
  
    nice
  
",Reviewed in India on 11 February 2016,"









  
  
    
  wonderful

  
"
8129137429,Shashwat,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 10 May 2016,"









  
  
    
  good atempt.

  
"
8129137429,Aakash Ramane,5.0 out of 5 stars,"







  
  
    loved it. i 90% agree by the book
  
",Reviewed in India on 6 December 2016,"









  
  
    
  loved it.i 90% agree by the book.

  
"
8129137429,Maulik Soni,5.0 out of 5 stars,"







  
  
    must buy
  
",Reviewed in India on 10 October 2015,"









  
  
    
  The book is awesome... U would definitely change your mind about the democracy after reading it.

  
"
8129137429,Ashish Kollamparambil,5.0 out of 5 stars,"







  
  
    Satisfied.
  
",Reviewed in India on 7 October 2015,"









  
  
    
  I think i have received the original copy, no tampering, one-day delivery. Nothing more to ask for.

  
"
8129137429,Ram ratan,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 19 November 2015,"









  
  
    
  kuch bhi

  
"
8129137429,Narendra,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 5 October 2015,"









  
  
    
  Not worth of reading as a book. Same as news paper material

  
"
